date,open,high,low,close,volume,amount,pctChg
2024-04-25,3510.6396,3543.9699,3505.1999,3530.2813,11518772200,184524622000.7,0.245892
2024-04-26,3531.9647,3588.4003,3531.9647,3584.2686,19721613300,308045062250.7,1.529263
2024-04-29,3584.5427,3645.8229,3578.7597,3623.9124,22272138100,358709708837.6,1.10605
2024-04-30,3619.2586,3630.7092,3604.3943,3604.3943,19129689900,286674161757.8,-0.538592
2024-05-06,3654.0485,3668.2565,3645.738,3657.8767,20801800700,333270472130.0,1.483811
2024-05-07,3657.0007,3665.684,3648.376,3659.0076,16483428600,247368347983.1,0.030917
2024-05-08,3650.7484,3650.9355,3628.6984,3630.2233,13003533600,199923460349.8,-0.78667
2024-05-09,3630.4142,3669.7593,3630.4142,3664.561,14655901700,232694927940.9,0.945884
2024-05-10,3669.0869,3674.6088,3641.7639,3666.2771,15072053600,233730562074.5,0.04683
2024-05-13,3646.3491,3673.6211,3634.6049,3664.6907,15726745500,249688465072.9,-0.04327
2024-05-14,3668.2254,3675.776,3646.7092,3657.0454,13340649000,214643548213.8,-0.208621
2024-05-15,3651.0536,3656.5277,3624.002,3626.0559,12352276400,191480969435.1,-0.847392
2024-05-16,3636.6007,3657.4831,3626.334,3640.3592,15463050300,240288953464.0,0.394459
2024-05-17,3638.5613,3677.9696,3627.447,3677.9696,16457041700,247729525192.2,1.033151
2024-05-20,3682.0615,3703.0287,3677.4426,3690.9623,18460942300,279971341520.4,0.353257
2024-05-21,3682.2868,3684.6106,3665.1524,3676.1611,13067828300,196575354877.9,-0.401012
2024-05-22,3675.6471,3691.8804,3667.0885,3684.451,15191460500,230839373504.9,0.225504
2024-05-23,3672.8403,3674.3654,3633.5051,3641.7917,14257299000,214205039030.7,-1.15782
2024-05-24,3630.827,3650.8734,3599.6678,3601.4754,12479117700,195344742155.9,-1.107046
2024-05-27,3606.645,3638.1514,3603.7131,3635.7079,13127264400,206143742535.6,0.950513
2024-05-28,3633.2535,3638.9703,3605.9213,3609.1724,12353223800,184381267979.1,-0.729858
2024-05-29,3609.0708,3633.1971,3602.8198,3613.5223,11590632100,179072813277.6,0.120523
2024-05-30,3607.0522,3624.0352,3586.7543,3594.3121,12260299500,193069647050.8,-0.53162
2024-05-31,3599.8196,3614.6439,3579.9247,3579.9247,11246201900,180707602931.7,-0.400282
2024-06-03,3577.3798,3600.6044,3567.8713,3588.7483,14105459100,222756928174.4,0.246474
2024-06-04,3583.8104,3622.5012,3580.2771,3615.6714,12454509600,195790966233.8,0.750209
2024-06-05,3610.3601,3623.3232,3594.1056,3594.7936,11090676600,182639598874.9,-0.577425
2024-06-06,3602.1554,3625.0109,3584.171,3592.2454,13789351700,226764072639.2,-0.070886
2024-06-07,3594.6335,3603.0698,3552.0853,3574.1143,13110302600,213001530097.8,-0.504729
2024-06-11,3555.8186,3565.3113,3525.8945,3542.8771,13452230600,219282337214.0,-0.873984
2024-06-12,3539.0947,3551.1706,3531.5657,3544.1225,12281372900,200722600631.1,0.035152
2024-06-13,3548.2162,3551.0771,3520.1802,3526.1306,12324546200,214792338449.3,-0.507655
2024-06-14,3514.7998,3547.1473,3503.5233,3541.5331,17151694200,283768816845.0,0.43681
2024-06-17,3521.4365,3540.7932,3520.7381,3536.1986,13743343800,232293851893.9,-0.150627
2024-06-18,3533.4875,3551.7085,3532.7845,3545.5902,12367183800,208824124156.0,0.265585
2024-06-19,3543.3599,3543.3599,3524.8449,3528.749,10664279700,184790298728.6,-0.47499
2024-06-20,3525.1687,3533.9865,3500.131,3503.2817,11161739600,186515776574.7,-0.721709
2024-06-21,3496.3428,3505.5123,3473.8283,3495.6198,10918661500,182736735066.8,-0.218706
2024-06-24,3473.6392,3505.7752,3471.2164,3476.8102,11799018400,195787549313.6,-0.538091
2024-06-25,3475.1648,3483.2189,3440.6464,3457.9023,11844811800,190886336762.4,-0.543829
2024-06-26,3451.5389,3487.3964,3442.2982,3480.2648,10589886100,171538111702.3,0.646707
2024-06-27,3467.2888,3471.1423,3452.5775,3454.1175,11491810100,174112508796.1,-0.751302
2024-06-28,3443.6744,3484.678,3443.6744,3461.657,13540915300,205118806811.8,0.218276
2024-07-01,3458.2636,3479.9548,3443.8086,3478.1827,12182977000,188018227774.8,0.477393
2024-07-02,3472.4527,3488.3189,3464.5237,3471.7857,12165012100,186104752421.9,-0.183918
2024-07-03,3471.5556,3478.7047,3454.9942,3463.4141,10385710800,163035359363.1,-0.241132
2024-07-04,3468.2958,3483.3098,3444.928,3445.8128,10442990900,159477153569.5,-0.508207
2024-07-05,3443.3588,3451.0386,3399.6693,3431.0605,11660965900,181416567402.8,-0.428123
2024-07-08,3420.8033,3428.0418,3395.9123,3401.7604,11552821800,177559765827.5,-0.853966
2024-07-09,3396.8044,3448.9279,3384.8086,3439.8111,13162944300,215048837819.8,1.118559
2024-07-10,3425.8818,3447.505,3423.6483,3428.9657,12720345600,198149476849.1,-0.315291
2024-07-11,3451.0442,3473.9837,3438.118,3468.169,14589246600,237551298481.6,1.143298
2024-07-12,3459.9564,3479.0958,3457.3633,3472.4014,13087458900,205055553856.4,0.122036
2024-07-15,3462.6113,3481.4613,3460.7915,3476.2467,11851708300,171584915379.5,0.110739
2024-07-16,3466.8523,3500.2943,3464.3655,3498.2827,12065901700,200456285077.5,0.633902
2024-07-17,3494.209,3514.4753,3486.2229,3501.5836,13180206200,222830802528.4,0.094358
2024-07-18,3483.2975,3522.7995,3475.7236,3520.931,12376819900,215783795702.6,0.552533
2024-07-19,3500.8052,3545.3383,3493.0734,3539.0156,13244797500,228065104129.0,0.513631
2024-07-22,3538.4012,3540.1874,3494.0143,3514.9249,13212633700,217457320403.9,-0.680718
2024-07-23,3509.7887,3509.7887,3439.8779,3439.8779,12889766000,202857560168.7,-2.135095
2024-07-24,3432.3459,3451.4196,3408.4129,3418.1663,12703626300,184884499786.8,-0.631174
2024-07-25,3404.611,3415.8557,3383.7991,3399.2716,13102224200,190131464834.7,-0.552773
2024-07-26,3403.7084,3420.8201,3388.6601,3409.2931,12419555800,187853329477.8,0.294813
2024-07-29,3404.3663,3408.5024,3388.8444,3390.742,10978778600,166697103823.1,-0.544133
2024-07-30,3380.6893,3380.6893,3352.8043,3369.3821,10495216400,165442824490.2,-0.629948
2024-07-31,3364.0268,3445.0042,3364.0268,3442.0844,17195917700,258249147336.4,2.157734
2024-08-01,3443.1397,3448.3361,3419.1872,3419.2666,13632346400,206038002517.7,-0.662906
2024-08-02,3393.9167,3419.1023,3380.9645,3384.3919,11661525500,179671192427.6,-1.019947
2024-08-05,3362.1117,3409.0314,3343.3205,3343.3205,14281251600,223631266563.2,-1.213553
2024-08-06,3367.3517,3376.7956,3318.6251,3342.9789,11934027900,181724693847.5,-0.010217
2024-08-07,3338.5909,3362.3839,3329.9658,3341.489,9508437700,145078975325.5,-0.044568
2024-08-08,3332.4281,3364.7855,3320.8432,3342.9369,9249569500,149482926226.5,0.043331
2024-08-09,3358.128,3366.6688,3331.6274,3331.6274,9151162600,142852166559.2,-0.33831
2024-08-12,3327.5561,3338.0771,3319.8908,3325.8645,7993875400,117544892726.5,-0.172976
2024-08-13,3328.0138,3335.014,3310.1909,3334.3903,8448967900,125259155343.0,0.256348
2024-08-14,3332.7866,3332.7866,3309.1,3309.2389,7874240700,118181952004.2,-0.754303
2024-08-15,3301.4455,3356.7644,3297.9711,3341.953,10476639900,149249335425.5,0.988569
2024-08-16,3342.0346,3356.9071,3335.6239,3345.634,9651908300,135885323083.0,0.110145
2024-08-19,3344.2614,3375.9621,3343.7116,3356.9677,10557111000,143421671337.3,0.338761
2024-08-20,3361.6394,3362.3338,3321.6397,3332.7034,10166833100,137910585091.6,-0.722804
2024-08-21,3322.9134,3339.443,3307.9917,3321.635,8995475100,130005992563.3,-0.332115
2024-08-22,3322.8723,3327.6962,3305.2453,3313.1357,10036650400,147702791560.6,-0.255877
2024-08-23,3305.9307,3336.2414,3305.6403,3327.1905,8952577400,132680886499.7,0.424214
2024-08-26,3330.7184,3336.5271,3311.5701,3324.2231,9399077200,139070603958.0,-0.089186
2024-08-27,3315.686,3320.5667,3299.5635,3305.3338,9580815700,129755962864.4,-0.568232
2024-08-28,3298.9089,3305.3496,3274.5881,3286.4956,9269665000,135982310964.6,-0.569933
2024-08-29,3273.541,3290.7857,3269.5288,3277.6812,13070233300,174340106392.6,-0.268201
2024-08-30,3273.7532,3351.6254,3273.6496,3321.4323,18869544300,268376041210.9,1.334819
2024-09-02,3307.5432,3307.7627,3264.7565,3265.011,14761235300,194409996348.3,-1.698704
2024-09-03,3261.741,3281.5935,3261.1877,3273.4282,12289730600,155089488535.3,0.2578
2024-09-04,3253.898,3272.9861,3249.9809,3252.1649,10483248200,140070063076.9,-0.649573
2024-09-05,3252.96,3266.882,3247.1725,3257.7578,9710945000,134618198893.7,0.171975
2024-09-06,3261.1542,3274.8144,3231.0685,3231.3457,8840041700,121541545905.7,-0.810745
2024-09-09,3214.7996,3222.9278,3180.9277,3192.9516,10867306900,146516054460.5,-1.188177
2024-09-10,3193.4557,3205.0972,3171.7932,3195.7552,9729007800,133610476131.5,0.087806
2024-09-11,3187.0508,3197.3363,3174.0343,3186.1299,10248211000,141513837135.3,-0.30119
2024-09-12,3189.4271,3201.5544,3171.8775,3172.4747,9286865700,136387244637.1,-0.428583
2024-09-13,3174.0344,3188.9145,3159.247,3159.247,8833667700,137448911397.4,-0.416952
2024-09-18,3158.8179,3179.9012,3145.7908,3171.0102,8472281400,123452147968.9,0.372342
2024-09-19,3178.3959,3213.8378,3149.7925,3196.0357,12543927200,181785109712.7,0.789196
2024-09-20,3192.4322,3207.9875,3173.2238,3201.0497,11806409800,163985054956.9,0.156882
2024-09-23,3200.8678,3230.1613,3198.0248,3212.7639,9534485500,143876166860.9,0.365949
2024-09-24,3244.6468,3351.9684,3222.4885,3351.909,20407221700,307879526847.5,4.331009
2024-09-25,3403.7021,3465.4882,3393.438,3401.533,24156425500,356862584939.5,1.48047
2024-09-26,3399.3188,3545.3249,3391.6772,3545.3204,24313401000,373983643044.8,4.227135
2024-09-27,3617.9203,3708.4951,3596.5833,3703.6849,26548777400,466692757481.8,4.46686
